title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Agentic memory: Learning unified long-term and short-term memory management for large language model agents,Y Yu; L Yao; Y Xie; Q Tan; J Feng; Y Li; L Wu,2026,arXiv preprint arXiv …,"Agentic Memory (AgeMem), a unified memory framework that enables LLM agents to   receives a formal query q requiring both accurate reasoning and effective memory retrieval.",https://arxiv.org/abs/2601.01885,https://arxiv.org/pdf/2601.01885,11,"/scholar?cites=17384600565950350690&as_sdt=5,33&sciodt=0,33&hl=en"
Enabling personalized long-term interactions in llm-based agents through persistent memory and user profiles,R Westhäußer; W Minker; S Zepf,2025,arXiv preprint arXiv:2510.07925,"We address this through user-specific memory modules based on RAG, which store and  retrieve historical information. Third, delivering tailored responses requires a user profile that",https://arxiv.org/abs/2510.07925,https://arxiv.org/pdf/2510.07925,5,"/scholar?cites=3716212119541559032&as_sdt=5,33&sciodt=0,33&hl=en"
ARTEM: Enhancing Large Language Model Agents with Spatial-Temporal Episodic Memory,CHM Tan; B Subagdja; AH Tan,2026,… of the AAAI Conference on Artificial …,"dynamics essential for robust episodic memory (Wang et al. 2023). In view of the existing  limitations, in this work, we introduce a biologically-inspired memory retrieval pipeline built on",https://ojs.aaai.org/index.php/AAAI/article/view/39773,https://ojs.aaai.org/index.php/AAAI/article/download/39773/43734,0,
""" my agent understands me better"": Integrating dynamic human-like memory recall and consolidation in llm-based agents",Y Hou; H Tamoto; H Miyashita,2024,… Abstracts of the CHI Conference on …,an approach to integrate human memory processes into LLM-based dialogue agents 1. We   and efcient memory retrieval [16]. This mechanism involves an agent autonomously recalling,https://dl.acm.org/doi/abs/10.1145/3613905.3650839,https://dl.acm.org/doi/full/10.1145/3613905.3650839,81,"/scholar?cites=15849191853827702144&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on the memory mechanism of large language model-based agents,Z Zhang; Q Dai; X Bo; C Ma; R Li; X Chen,2025,ACM Transactions on …,"In existing studies, most agents utilize retrieval methods to process the memory information.  For example, Park et al. [121] first calculate the relevance between the current context and",https://dl.acm.org/doi/abs/10.1145/3748302,https://dl.acm.org/doi/full/10.1145/3748302,443,"/scholar?cites=1883524136291646848&as_sdt=5,33&sciodt=0,33&hl=en"
Hello again! llm-powered personalized agent for long-term dialogue,H Li; C Yang; A Zhang; Y Deng; X Wang,2025,Proceedings of the …,"evaluation on memory retrieval and response generation. Specifically, we employ 8 students  to assist with the assessment and evaluate LD-Agent on two tasks: memory retrieval eval",https://aclanthology.org/2025.naacl-long.272/,https://aclanthology.org/2025.naacl-long.272.pdf,96,"/scholar?cites=15635492636491334896&as_sdt=5,33&sciodt=0,33&hl=en"
Lifelong learning of large language model based agents: A roadmap,J Zheng; C Shi; X Cai; Q Li; D Zhang,2026,… on Pattern Analysis …,"retrieval actions for lifelong LLM agents. Most existing LLM agents research only focuses  on retrieval from either semantic memory or episodic memory. However, it is worth noting that",https://ieeexplore.ieee.org/abstract/document/11328884/,https://arxiv.org/pdf/2501.07278?,61,"/scholar?cites=4075085038558845054&as_sdt=5,33&sciodt=0,33&hl=en"
Augmenting language models with long-term memory,W Wang; L Dong; H Cheng; X Liu,2023,Advances in Neural …,"LLM frozen as a memory encoder and an adaptive residual side-network as a memory   long context in memory, we propose to augment the frozen backbone LLM with a decoupled",https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebd82705f44793b6f9ade5a669d0f0bf-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/ebd82705f44793b6f9ade5a669d0f0bf-Paper-Conference.pdf,328,"/scholar?cites=10032266285163330345&as_sdt=5,33&sciodt=0,33&hl=en"
OpenFOAMGPT: A retrieval-augmented large language model (LLM) agent for OpenFOAM-based computational fluid dynamics,S Pandey; R Xu; W Wang; X Chu,2025,Physics of Fluids,"By employing retrieval-augmented generation (RAG), this  In this work, we introduce an  LLM-based, RAG-augmented agent  With this LLM-based agent for CFD, our goal is to automate",https://pubs.aip.org/aip/pof/article/37/3/035120/3338372,https://arxiv.org/pdf/2501.06327,65,"/scholar?cites=1785877849959219862&as_sdt=5,33&sciodt=0,33&hl=en"
Memory in the age of ai agents,Y Hu; S Liu; Y Yue; G Zhang; B Liu; F Zhu; J Lin,2025,arXiv preprint arXiv …,"within this broader landscape, we examine how agent memory relates to, and diverges  from, LLM memory, RAG, and context engineering in the subsequent subsubsections. Figure 2",https://arxiv.org/abs/2512.13564,https://arxiv.org/pdf/2512.13564,25,"/scholar?cites=13296472254471535867&as_sdt=5,33&sciodt=0,33&hl=en"
Memory-r1: Enhancing large language model agents to manage and utilize memories via reinforcement learning,S Yan; X Yang; Z Huang; E Nie; Z Ding; Z Li,2025,arXiv preprint arXiv …,"for adaptive memory in LLM agents. By  LLM extracts and summarizes information worth  remembering, then retrieves related entries from the memory bank as part of the Retrieval",https://arxiv.org/abs/2508.19828,https://arxiv.org/pdf/2508.19828,74,"/scholar?cites=11896827732313499112&as_sdt=5,33&sciodt=0,33&hl=en"
Echo: A large language model with temporal episodic memory,WT Liu; R Zhang; A Zhou; F Gao; JL Liu,2025,arXiv preprint arXiv:2502.16090,", a LLM enhanced with temporal episodic memory. We propose a Multi-Agent Data  Generation  in generating multi-turn, complex scenario episodic memory dialogue data (EM-Train).",https://arxiv.org/abs/2502.16090,https://arxiv.org/pdf/2502.16090,12,"/scholar?cites=2662046927421389323&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of large language model empowered agents for recommendation and search: Towards next-generation information retrieval,Y Zhang; S Qiao; J Zhang; TH Lin; C Gao,2025,arXiv preprint arXiv …,"of LLM agents in enhancing recommender and search systems. We discuss the motivations  and roles of LLM agents,  We highlight the immense potential of LLM agents in addressing",https://arxiv.org/abs/2503.05659,https://arxiv.org/pdf/2503.05659,40,"/scholar?cites=2493181183112958811&as_sdt=5,33&sciodt=0,33&hl=en"
"Memory for Autonomous LLM Agents: Mechanisms, Evaluation, and Emerging Frontiers",P Du,2026,arXiv preprint arXiv:2603.07670,"Large language model (LLM) agents increasingly operate in  Memory—the ability to  persist, organize, and selectively  : the agent’s immediate input xt is often a poor retrieval query",https://arxiv.org/abs/2603.07670,https://arxiv.org/pdf/2603.07670,0,
Towards large language models with human-like episodic memory,CV Dong; Q Lu; KA Norman; S Michelmann,2025,Trends in Cognitive Sciences,"book chapters [91]; a further approach is to evaluate how well MA-LLM agents perform  complex tasks that require memory (eg, web shopping, multi-session conversations [92–94]).",https://www.cell.com/trends/cognitive-sciences/abstract/S1364-6613(25)00179-2,https://compmem.princeton.edu/wp/wp-content/uploads/2025/07/dongetal25.pdf,11,"/scholar?cites=14088362610264797217&as_sdt=5,33&sciodt=0,33&hl=en"
MindMemory: Augmented LLM With Long-Term Memory And Mental Personality,Q Zhang; B Guo; Y Jing; Y Liu; Z Yu,2024,CCF Conference on Computer …,"is effective in enhancing the long-term memory capacity of LLM. In particular, we focus on  whether the embedded memory module can enhance the accuracy of the LLM’s retrospective",https://link.springer.com/chapter/10.1007/978-981-96-2373-0_33,,5,"/scholar?cites=2619864197960680426&as_sdt=5,33&sciodt=0,33&hl=en"
MemR: Memory Retrieval via Reflective Reasoning for LLM Agents,X Du; L Li; D Zhang; L Song,2025,arXiv preprint arXiv:2512.20237,"on explicit, closed-loop control of memory retrieval. From this observation, we build memory  retrieval as an autonomous, accurate, and compatible agent system, named MemR3, which",https://arxiv.org/abs/2512.20237,https://arxiv.org/pdf/2512.20237,6,"/scholar?cites=9812839302749080178&as_sdt=5,33&sciodt=0,33&hl=en"
AUGUSTUS: An LLM-Driven Multimodal Agent System with Contextualized User Memory,J Jain; S Maheshwari; N Yu; W Hwu; H Shi,2025,arXiv preprint arXiv …,"two main types of long-term memory [21]: episodic memory,  ’s retrieval is completely  autonomous, with the agent deciding  AUGUSTUS retrieves information from the recall memory",https://arxiv.org/abs/2510.15261,https://arxiv.org/pdf/2510.15261,1,"/scholar?cites=9740395290926591805&as_sdt=5,33&sciodt=0,33&hl=en"
TeleMem: Building Long-Term and Multimodal Memory for Agentic AI,C Chen; M Guan; X Lin; J Li; L Lin; Q Wang,2025,arXiv preprint arXiv …,"Graph LTM Recent literature on long-term memory for LLM agents highlights a transition  from unstructured storage to graph-based architectures that enhance reasoning, consistency,",https://arxiv.org/abs/2601.06037,https://arxiv.org/pdf/2601.06037,1,"/scholar?cites=4384389595296596477&as_sdt=5,33&sciodt=0,33&hl=en"
E-mem: Multi-agent based Episodic Context Reconstruction for LLM Agent Memory,K Wang; Y Lin; J Lou; Z Zhou; B Suvonov,2026,arXiv preprint arXiv …,"The evolution of Large Language Model (LLM) agents towards  , a framework shifting from  Memory Preprocessing to Episodic  Unlike static retrieval methods that sever sequential de",https://arxiv.org/abs/2601.21714,https://arxiv.org/pdf/2601.21714,2,"/scholar?cites=487322088956863568&as_sdt=5,33&sciodt=0,33&hl=en"
Memory Approaches for LLM-Based Agents: A Comparative Study of in-Context and Episodic Architectures,FA Santos; LA Villas; JC dos Reis,2025,International Joint Conference on …,"is on adapting retrieval for conversational continuity memory strategies on the effectiveness  of LLM-based agents, focusing on three configurations: in-context memory, episodic memory",https://link.springer.com/chapter/10.1007/978-3-032-15632-7_19,,0,
Rag-enhanced collaborative llm agents for drug discovery,N Lee; E De Brouwer; E Hajiramezanali,2026,Proceedings of the …,"retrieval. To address these challenges, we propose CLADD, a retrievalaugmented generation  (RAG)- Through the collaboration of multiple LLM agents, CLADD dynamically retrieves in",https://ojs.aaai.org/index.php/AAAI/article/view/37020,https://ojs.aaai.org/index.php/AAAI/article/view/37020/40982,34,"/scholar?cites=17401680661582572753&as_sdt=5,33&sciodt=0,33&hl=en"
"A survey of llm-based agents: Theories, technologies, applications and suggestions",X Dong; X Zhang; W Bu; D Zhang,2024,2024 3rd International …,"These have positioned LLM-based agents as pivotal  In this paper, we present a  comprehensive survey of LLMbased agents We below present the goal of memory retrieval [3]: m⋆",https://ieeexplore.ieee.org/abstract/document/10748304/,,32,"/scholar?cites=14546474376125080307&as_sdt=5,33&sciodt=0,33&hl=en"
Memorybank: Enhancing large language models with long-term memory,W Zhong; L Guo; Q Gao; H Ye; Y Wang,2024,Proceedings of the AAAI …,"• We demonstrate the practical applicability of MemoryBank through SiliconFriend, an  LLM-based AI companion equipped with MemoryBank and tuned with psychological dialogs. It",https://ojs.aaai.org/index.php/AAAI/article/view/29946,https://ojs.aaai.org/index.php/AAAI/article/download/29946/31654,680,"/scholar?cites=17031517181097075&as_sdt=5,33&sciodt=0,33&hl=en"
Toward conversational agents with context and time sensitive long-term memory,N Alonso; T Figliolia; A Ndirango; B Millidge,2024,arXiv preprint arXiv …,RAG agent can act as a key benchmark and stepping stone towards effective memory augmented  conversational agents  We use an LLM to classify whether a given query requires meta-,https://arxiv.org/abs/2406.00057,https://arxiv.org/pdf/2406.00057?,17,"/scholar?cites=16937401522754527964&as_sdt=5,33&sciodt=0,33&hl=en"
Hipporag: Neurobiologically inspired long-term memory for large language models,BJ Gutiérrez; Y Shu; Y Gu,2024,Advances in neural …,"retrieval by mirroring the human brain’s memory retrieval  the neocortex and PHR, our  LLM-based neocortex extracts a set of  For online retrieval (Bottom), our LLM neocortex extracts",https://proceedings.neurips.cc/paper_files/paper/2024/hash/6ddc001d07ca4f319af96a3024f6dbd1-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/6ddc001d07ca4f319af96a3024f6dbd1-Paper-Conference.pdf,411,"/scholar?cites=5756676651621591086&as_sdt=5,33&sciodt=0,33&hl=en"
Memory os of ai agent,J Kang; M Ji; Z Zhao; T Bai,2025,… of the 2025 Conference on Empirical …,"Memory Retrieval: This module retrieves relevant memory via specific queries, employing a   A survey on the memory mechanism of large language model-based agents. arXiv preprint",https://aclanthology.org/2025.emnlp-main.1318/,https://aclanthology.org/2025.emnlp-main.1318.pdf,69,"/scholar?cites=13396332407662290032&as_sdt=5,33&sciodt=0,33&hl=en"
SimpleMem: Efficient Lifelong Memory for LLM Agents,J Liu; Y Su; P Xia; S Han; Z Zheng; C Xie,2026,arXiv preprint arXiv …,"To this end, we develop a three-stage pipeline that supports dynamic memory compression,  organization, and adaptive retrieval: (1) Semantic Structured Compression: we ap-",https://arxiv.org/abs/2601.02553,https://arxiv.org/pdf/2601.02553,3,"/scholar?cites=6174683744744096425&as_sdt=5,33&sciodt=0,33&hl=en"
Memverse: Multimodal memory for lifelong learning agents,J Liu; Y Sun; W Cheng; H Lei; Y Chen; L Wen,2025,arXiv preprint arXiv …,"multimodal retrieval with LLM memory and multi-agent  text as memory is both inefficient  and prone to retrieval errors.  text C into salient memory descriptions using an LLM, capturing",https://arxiv.org/abs/2512.03627,https://arxiv.org/pdf/2512.03627,9,"/scholar?cites=2533783224124436385&as_sdt=5,33&sciodt=0,33&hl=en"
Procedural memory is not all you need: Bridging cognitive gaps in llm-based agents,S Wheeler; O Jeunen,2025,Adjunct Proceedings of the 33rd ACM …,"In an attempt to combat this, Retrieval-Augmented Generation (RAG) systems combine a  dense retriever with an LLM [12], conditioning the LLM’s output on both a query and and a",https://dl.acm.org/doi/abs/10.1145/3708319.3734172,https://dl.acm.org/doi/full/10.1145/3708319.3734172,13,"/scholar?cites=6874959725649029771&as_sdt=5,33&sciodt=0,33&hl=en"
HiMem: Hierarchical Long-Term Memory for LLM Long-Horizon Agents,N Zhang; X Yang; Z Tan; W Deng; W Wang,2026,arXiv preprint arXiv …,"Inspired by cognitive theories of human memory [19, 20, 21, 22], we argue that effective  long-term memory for LLM agents must satisfy three properties: (i) a hierarchical structure that",https://arxiv.org/abs/2601.06377,https://arxiv.org/pdf/2601.06377,2,"/scholar?cites=11278534303667795668&as_sdt=5,33&sciodt=0,33&hl=en"
Long term memory: The foundation of ai self-evolution,X Jiang; F Li; H Zhao; J Qiu; J Wang; J Shao,2024,arXiv preprint arXiv …,"the LLM to focus on the task itself, with memory retrieval integrated into the inference process.  This integration leverages the LLM As we known, in LLM-based agents, short-term memory",https://arxiv.org/abs/2410.15665,https://arxiv.org/pdf/2410.15665?,33,"/scholar?cites=9478069402951647065&as_sdt=5,33&sciodt=0,33&hl=en"
"Memory in llm-based multi-agent systems: Mechanisms, challenges, and collective intelligence",S Wu; K Shu,2025,Authorea Preprints,"memory mechanisms in single LLM agent, we still lack a thorough understanding of memory  in LLM- Our survey intersects with RAG when discussing memory retrieval strategies, but we",https://www.techrxiv.org/doi/full/10.36227/techrxiv.176539617.79044553,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.176539617.79044553,4,"/scholar?cites=9326277327438465164&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing llm intelligence with arm-rag: Auxiliary rationale memory for retrieval augmented generation,E Melz,2023,arXiv preprint arXiv:2311.04177,"Next, we look at the emergence of Retrieval Augmented Generation (RAG) and its impact on   utilize a language model and, optionally, a retrieval model. The language model we employ",https://arxiv.org/abs/2311.04177,https://arxiv.org/pdf/2311.04177,31,"/scholar?cites=5374180625069199777&as_sdt=5,33&sciodt=0,33&hl=en"
How memory management impacts llm agents: An empirical study of experience-following behavior,Z Xiong; Y Lin; W Xie; P He; Z Liu; J Tang,2025,arXiv preprint arXiv …,"in the LLM’s weights or be explicitly defined as guidelines for the agent; and episodic memory  [ In this paper, we focus on episodic memory, which is commonly used by LLM agents with",https://arxiv.org/abs/2505.16067,https://arxiv.org/pdf/2505.16067,39,"/scholar?cites=645631766915673275&as_sdt=5,33&sciodt=0,33&hl=en"
LLM intelligent agent tutoring in higher education courses using a RAG approach,HA Modran; IC Bogdan; D Ursuțiu; C Samoilă,2024,International Conference …,", integrating the Retrieval Augmented Generation (RAG) approach with a custom LLM. The   The system, powered by an intelligent agent, retrieves relevant information from curated",https://link.springer.com/chapter/10.1007/978-3-031-83520-9_54,https://www.preprints.org/frontend/manuscript/7a91d9af98a9f7986f351ffb52ddaead/download_pub,36,"/scholar?cites=7993910305260284188&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluating long-term memory for long-context question answering,A Terranova; B Ross; A Birch,2025,arXiv preprint arXiv:2510.23730,"Similarly, for large language model (LLM) based agents, memory is fundamental to carry  out extended conversations, reason over longer time frames, learn from experience, and act in",https://arxiv.org/abs/2510.23730,https://arxiv.org/pdf/2510.23730,2,"/scholar?cites=10449597754640451583&as_sdt=5,33&sciodt=0,33&hl=en"
Hiagent: Hierarchical working memory management for solving long-horizon agent tasks with large language model,M Hu; T Chen; Q Chen; Y Mu; W Shao,2025,Proceedings of the 63rd …,"In LLM-based agents, we define working memory as the essential historical information  required by the LLM at a  To address this, we introduce a trajectory retrieval module. When the",https://aclanthology.org/2025.acl-long.1575/,https://aclanthology.org/2025.acl-long.1575.pdf,85,"/scholar?cites=14278144620621556747&as_sdt=5,33&sciodt=0,33&hl=en"
Mem-pal: Towards memory-based personalized dialogue assistants for long-term user-agent interaction,Z Huang; Q Dai; G Wu; X Wu; X Li; T Ge,2026,Proceedings of the …,"H2Memory, a hierarchical and heterogeneous memory framework that incorporates retrieval  -LLM responsible for automatically assessing the interaction quality of different memory",https://ojs.aaai.org/index.php/AAAI/article/view/40385,https://ojs.aaai.org/index.php/AAAI/article/view/40385/44346,6,"/scholar?cites=2581483868275645345&as_sdt=5,33&sciodt=0,33&hl=en"
From rag to multi-agent systems: A survey of modern approaches in llm development,GA e Aquino; NS de Azevedo; LYS Okimoto,2025,NA,"in LLM development, ranging from traditional RAG techniques to advanced strategies utilizing  knowledge graphs and multi-agent systems. It classifies and evaluates retrieval strategies,",https://www.preprints.org/frontend/manuscript/12d92f418fc17b4bd3e6b6144acf951c/download_pub,https://www.preprints.org/frontend/manuscript/12d92f418fc17b4bd3e6b6144acf951c/download_pub,14,"/scholar?cites=17214927981069975766&as_sdt=5,33&sciodt=0,33&hl=en"
Intrinsic memory agents: Heterogeneous multi-agent llm systems through structured contextual memory,S Yuen; FG Medina; T Su; Y Du; AJ Sobey,2025,arXiv preprint arXiv …,"with each agent requiring retrieval systems and distinct contextual updates. We propose  Intrinsic Memory Agents, a framework for multi-agent LLM systems that maintains agent-specific",https://arxiv.org/abs/2508.08997,https://arxiv.org/pdf/2508.08997?,12,"/scholar?cites=6264090822362097304&as_sdt=5,33&sciodt=0,33&hl=en"
"Rethinking Memory in LLM based Agents: Representations, Operations, and Emerging Topics",Y Du; W Huang; D Zheng; Z Wang; S Montella,2025,arXiv preprint arXiv …,"While in LLM, the boundary between semantic and episodic memory is often blurred, as  parametric representations may intertwine factual knowledge with contextual associations. This",https://arxiv.org/abs/2505.00675,https://arxiv.org/pdf/2505.00675,0,
Learn to memorize: Optimizing llm-based agents with adaptive memory framework,Z Zhang; Q Dai; R Li; X Bo; X Chen; Z Dong,2025,arXiv preprint arXiv …,"optimize LLM-based agents with an adaptive and datadriven memory framework by modeling  memory cycles. Specifically, we design an MoE gate function to facilitate memory retrieval,",https://arxiv.org/abs/2508.16629,https://arxiv.org/pdf/2508.16629,12,"/scholar?cites=15154364001299613384&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond Dialogue Time: Temporal Semantic Memory for Personalized LLM Agents,M Su; Y Guo; Z Hou; L Bai; Z Li; Y Zhang; G Yin,2026,arXiv preprint arXiv …,"Additionally, we build an Update Mechanism (§3.5) that periodically refreshes both the  episodic memory and the constructed durative memory to ensure long-term consistency.",https://arxiv.org/abs/2601.07468,https://arxiv.org/pdf/2601.07468,0,
Learning from supervision with semantic and episodic memory: A reflective approach to agent adaptation,J Hassell; D Zhang; H Kim; T Mitchell,2025,arXiv preprint arXiv …,We present a memory-augmented framework that enables LLM agents to learn classification  functions from labeled examples and model-generated critiques without parameter updates,https://arxiv.org/abs/2510.19897,https://arxiv.org/pdf/2510.19897,2,"/scholar?cites=9308018881987719353&as_sdt=5,33&sciodt=0,33&hl=en"
Agentpoison: Red-teaming llm agents via poisoning memory or knowledge bases,Z Chen; Z Xiang; C Xiao; D Song,2024,Advances in Neural …,LLM Agent based on RAG LLM Agents have demonstrated powerful reasoning and interaction  capability in many real We consider LLM agents with a RAG mechanism based on corpus,https://proceedings.neurips.cc/paper_files/paper/2024/hash/eb113910e9c3f6242541c1652e30dfd6-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/eb113910e9c3f6242541c1652e30dfd6-Paper-Conference.pdf,250,"/scholar?cites=11160490014772190558&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond fact retrieval: Episodic memory for rag with generative semantic workspaces,S Rajesh; P Holur; C Duan; D Chong,2026,Proceedings of the …,"with human-like episodic memory, paving the way for more capable agents that can reason   GSW may be viewed as an instance of episodic memory that can be integrated into LLM-",https://ojs.aaai.org/index.php/AAAI/article/view/40557,https://ojs.aaai.org/index.php/AAAI/article/view/40557/44518,3,"/scholar?cites=5151817346774290483&as_sdt=5,33&sciodt=0,33&hl=en"
MemoryGraft: Persistent compromise of LLM agents via poisoned experience retrieval,SS Srivastava; H He,2025,arXiv preprint arXiv:2512.16962,"We consider an autonomous LLM agent A, where A denotes  agent is equipped with (i) a  retrieval-augmented generation ( same long-term memory mechanisms designed to help LLM",https://arxiv.org/abs/2512.16962,https://arxiv.org/pdf/2512.16962,6,"/scholar?cites=11433982996165251941&as_sdt=5,33&sciodt=0,33&hl=en"
Continuum Memory Architectures for Long-Horizon LLM Agents,J Logan,2026,arXiv preprint arXiv:2601.09913,We evaluate a CMA instantiation against a Supabase pgvector RAG baseline using GPT-4o  as an LLM judge. Both systems share identical embeddings (text-embedding-3-small) to,https://arxiv.org/abs/2601.09913,https://arxiv.org/pdf/2601.09913,1,"/scholar?cites=6029962070075503352&as_sdt=5,33&sciodt=0,33&hl=en"
Large Language Models need Episodic Memory,G Hao; Y Zhang; G Ma; Y Chen,2025,… Joint Conference on …,"While expanded context windows and RAG have improved the immediate recall  LLM  memory from human-like episodic memory. 1) Temporal Understanding: Unlike human memory,",https://inria.hal.science/hal-05202747/,https://inria.hal.science/hal-05202747/file/Large_Language_Models_need_Episodic_Memory.pdf,1,"/scholar?cites=4451594819654850582&as_sdt=5,33&sciodt=0,33&hl=en"
An in-depth survey of large language model-based artificial intelligence agents,P Zhao; Z Jin; N Cheng,2023,arXiv preprint arXiv:2309.14365,"In contrast, long-term memory refers to memories that can be stored for an extended period,   compasses episodic memory and semantic memory. Episodic memory refers to the memory",https://arxiv.org/abs/2309.14365,https://arxiv.org/pdf/2309.14365,48,"/scholar?cites=15061700893907797991&as_sdt=5,33&sciodt=0,33&hl=en"
Human-inspired episodic memory for infinite context LLMs,Z Fountas; MA Benfeghoul; A Oomerjee,2024,arXiv preprint arXiv …,"In this work, we introduce EM-LLM, a novel approach that integrates key aspects  memory  retrieval process employs a twostage mechanism to select relevant episodic events for the LLM",https://arxiv.org/abs/2407.09450,https://arxiv.org/pdf/2407.09450?,74,"/scholar?cites=7347880857865060124&as_sdt=5,33&sciodt=0,33&hl=en"
Episodic memory verbalization using hierarchical representations of life-long robot experience,L Bärmann; C DeChant; J Plewnia,2025,2025 IEEE-RAS 24th …,"Given such a hierarchical representation built from the experience stream, we apply a  large language model as an agent to interactively search the EM given a user’s query,",https://ieeexplore.ieee.org/abstract/document/11203101/,https://arxiv.org/pdf/2409.17702,14,"/scholar?cites=11940698221863680957&as_sdt=5,33&sciodt=0,33&hl=en"
A Multi-Memory Segment System for Generating High-Quality Long-Term Memory Content in Agents,G Zhang; B Wang; Y Ma; D Zhao; Z Yu,2025,arXiv preprint arXiv:2508.15294,"memory information, and LLM have the ability to understand its content through short-term   analysis on memory retrieval and memory use ability. In terms of memory retrieval, the recall",https://arxiv.org/abs/2508.15294,https://arxiv.org/pdf/2508.15294,1,"/scholar?cites=7176907177171880423&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based medical assistant personalization with short-and long-term memory coordination,K Zhang; Y Kang; F Zhao; X Liu,2024,… of the 2024 Conference of the …,"mere memory module is inadequate and fully training an LLM  , our memory mechanism  enhances LLM by incorporating  All the three types of memory are in the form of a growing",https://aclanthology.org/2024.naacl-long.132/,https://aclanthology.org/2024.naacl-long.132.pdf,65,"/scholar?cites=2973396035659632234&as_sdt=5,33&sciodt=0,33&hl=en"
Crafting personalized agents through retrieval-augmented generation on editable memory graphs,Z Wang; Z Li; Z Jiang; D Tu; W Shi,2024,Proceedings of the 2024 …,"task of crafting LLMdriven personalized agents, leveraging  This task differs from existing  personal LLM agents in three  EMG-RAG, a novel solution that combines EMG and RAG to",https://aclanthology.org/2024.emnlp-main.281/,https://aclanthology.org/2024.emnlp-main.281.pdf,28,"/scholar?cites=15433081118142125575&as_sdt=5,33&sciodt=0,33&hl=en"
Addressing the sustainable AI trilemma: a case study on LLM agents and RAG,H Wu; X Wang; Z Fan,2025,arXiv preprint arXiv:2501.08262,"of LLM agents and retrieval-augmented generation (RAG), we analyze the energy costs  embedded in memory  energy inefficiencies in current memory-augmented frameworks and",https://arxiv.org/abs/2501.08262,https://arxiv.org/pdf/2501.08262,8,"/scholar?cites=4952354644127220339&as_sdt=5,33&sciodt=0,33&hl=en"
Preference-aware memory update for long-term llm agents,H Sun; Z Zhang; S Zeng,2025,arXiv preprint arXiv:2510.09720,"to leverage longterm memory. Integrating long-term memory mechanisms allows agents to   proved the storage and retrieval components—eg, by encoding memory into dense vectors",https://arxiv.org/abs/2510.09720,https://arxiv.org/pdf/2510.09720,7,"/scholar?cites=16871465749667103234&as_sdt=5,33&sciodt=0,33&hl=en"
"A review of prominent paradigms for llm-based agents: Tool use, planning (including rag), and feedback learning",X Li,2025,Proceedings of the 31st international conference on …,"veloping Large Language Model (LLM)-based agents across  environments/tasks, common  LLM-profiled roles or LMPRs ( designs across different agent paradigms and frameworks. 3)",https://aclanthology.org/2025.coling-main.652/,https://aclanthology.org/2025.coling-main.652.pdf,57,"/scholar?cites=14352459729605501326&as_sdt=5,33&sciodt=0,33&hl=en"
From human memory to ai memory: A survey on memory mechanisms in the era of llms,Y Wu; S Liang; C Zhang; Y Wang; Y Zhang,2025,arXiv preprint arXiv …,"Then, we will discuss the memory mechanisms and types specific to LLM-driven AI systems.   Similarly, there are different types of memory retrieval, including recognition, where we",https://arxiv.org/abs/2504.15965,https://arxiv.org/pdf/2504.15965,67,"/scholar?cites=8435004026827013109&as_sdt=5,33&sciodt=0,33&hl=en"
"Graph-based Agent Memory: Taxonomy, Techniques, and Applications",C Yang; C Zhou; Y Xiao; S Dong; L Zhuang,2026,arXiv preprint arXiv …,"emerges as the core module in the Large Language Model (LLM)-based agents for long-  data efficiently, retrieval for retrieving the relevant contents from memory to support reasoning,",https://arxiv.org/abs/2602.05665,https://arxiv.org/pdf/2602.05665,1,"/scholar?cites=5387902845342632977&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model powered agents for information retrieval,A Zhang; Y Deng; Y Lin; X Chen; JR Wen,2024,… in Information Retrieval,"LLM-powered agents into these systems. These agents bring forth crucial human capabilities  like memory  techniques of LLM-powered agents across various information retrieval fields,",https://dl.acm.org/doi/abs/10.1145/3626772.3661375,https://dl.acm.org/doi/pdf/10.1145/3626772.3661375,17,"/scholar?cites=599512224784513733&as_sdt=5,33&sciodt=0,33&hl=en"
Malade: Orchestration of llm-powered agents with retrieval augmented generation for pharmacovigilance,J Choi; N Palumbo; P Chalasani; MM Engelhard,2024,arXiv preprint arXiv …,"collaborative multi-agent system powered by LLM with Retrieval Augmented Generation for   to an LLM with relevant information extracted from text resources, and instructing the LLM to",https://arxiv.org/abs/2408.01869,https://arxiv.org/pdf/2408.01869?,19,"/scholar?cites=8912331488730439645&as_sdt=5,33&sciodt=0,33&hl=en"
