title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Mirai: Evaluating llm agents for event forecasting,C Ye; Z Hu; Y Deng; Z Huang; MD Ma; Y Zhu,2024,arXiv preprint arXiv …,"For agent implementations, we consider the following two methods without tool-use: Direct  IO represents the standard LLM chatbot approach that provides answers without tool-use or",https://arxiv.org/abs/2407.01231,https://arxiv.org/pdf/2407.01231?,32,"/scholar?cites=4855901385944796042&as_sdt=5,33&sciodt=0,33&hl=en"
Goex: Perspectives and designs towards a runtime for autonomous llm applications,SG Patil; T Zhang; V Fang; R Huang; A Hao,2024,arXiv preprint arXiv …,"set if it exists; otherwise, the handler prompts the LLM to generate it. If the user chooses  Function Calling, instead of asking the LLM to come up with a command to satisfy the user’s",https://arxiv.org/abs/2404.06921,https://arxiv.org/pdf/2404.06921?,18,"/scholar?cites=9576481009205953111&as_sdt=5,33&sciodt=0,33&hl=en"
Autotir: Autonomous tools integrated reasoning via reinforcement learning,Y Wei; X Yu; Y Weng; T Pan; A Li; L Du,2025,arXiv preprint arXiv:2507.21836,"by incorporating external tools, but existing methods often rely on rigid, predefined tool-use   i) employs an action reward to supervise the LLM to make correct tool invocation action: on",https://arxiv.org/abs/2507.21836,https://arxiv.org/pdf/2507.21836,19,"/scholar?cites=1732040553060936088&as_sdt=5,33&sciodt=0,33&hl=en"
Igc: Integrating a gated calculator into an llm to solve arithmetic tasks reliably and efficiently,F Dietz; D Klakow,2025,arXiv preprint arXiv:2501.00684,Our approach takes only a single iteration to run and requires no external tools. It performs  arithmetic operations entirely inside the LLM without the need to produce intermediate tokens,https://arxiv.org/abs/2501.00684,https://arxiv.org/pdf/2501.00684?,1,"/scholar?cites=16177136439375455321&as_sdt=5,33&sciodt=0,33&hl=en"
Toward Architecture-Aware Evaluation Metrics for LLM Agents,D Souza; P Machado,2026,arXiv preprint arXiv:2601.19583,"LLM-based agents perform complex tasks involving reasoning, planning, tool use, memory   This diversity illustrates the complexity and emerging capabilities of LLM-based agents,",https://arxiv.org/abs/2601.19583,https://arxiv.org/pdf/2601.19583,0,
LLMs on the Fly: Text-to-JSON for Custom API Calling.,M Escarda-Fernández; ILR Botana,2024,SEPLN (Projects and …,"Our LLM output facilitates the interaction with the Flythings  In recent months, we have  seen a myriad of LLM research  the integration of LLMs with external tools such as document",https://ceur-ws.org/Vol-3729/d3_rev.pdf,https://ceur-ws.org/Vol-3729/d3_rev.pdf,8,"/scholar?cites=7378416108378786852&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based multi-agent systems: Techniques and business perspectives,Y Yang; Q Peng; J Wang; Y Wen; W Zhang,2024,arXiv preprint arXiv …,"The LLM agents can perceive, control, and get feedbacks  erty, the LLM agents can call  various external tools to ease the  system turns out to be a multi-LLM-agent system (MLAS). This",https://arxiv.org/abs/2411.14033,https://arxiv.org/pdf/2411.14033?,52,"/scholar?cites=13319848428665112776&as_sdt=5,33&sciodt=0,33&hl=en"
Improving llm agents with reinforcement learning on cryptographic ctf challenges,L Muzsai; D Imolai; A Lukács,2025,arXiv preprint arXiv:2506.02048,"augmentation, empowering LLM agents to invoke external tools or APIs. Frameworks   tool use [15]. OpenAI’s ChatGPT further extended this approach through a plugin/function-calling",https://arxiv.org/abs/2506.02048,https://arxiv.org/pdf/2506.02048,4,"/scholar?cites=18189145546159441726&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing Dspace with Large Language Models: Designing an Integration Framework Using the Model Context Protocol,T Dasgupta; M Neogi; P Mukhopadhyay,2025,NA,that promotes secured and seamless integration between LLM and external tools. This  research study deployed Claude Sonnet as a front-end LLM and DSpace 9.1 as back-end digital,https://www.academia.edu/download/125367955/kedld.pdf,https://www.academia.edu/download/125367955/kedld.pdf,1,"/scholar?cites=9515849124853758776&as_sdt=5,33&sciodt=0,33&hl=en"
Why solving multi-agent path finding with large language model has not succeeded yet,W Chen; S Koenig; B Dilkina,2024,arXiv preprint arXiv:2401.03630,"by the LLM is valid. We inform the LLM about the mistake in the solution, if any. Unlike some  previous works (Yao et al. This paradox is making LLM with tool use in MAPF very hard.",https://arxiv.org/abs/2401.03630,https://arxiv.org/pdf/2401.03630,39,"/scholar?cites=10886375260608383560&as_sdt=5,33&sciodt=0,33&hl=en"
CORE: Full-Path Evaluation of LLM Agents Beyond Final State,P Michelakis; Y Hadjiyiannis; D Stamoulis,2025,arXiv preprint arXiv …,"= (T,Q), where T specifies the LLM tools, ie, the set of callable APIs  access to T via LLM  function-calling. Moreover, we denote Q  of function invocations via LLM function-calling; at each",https://arxiv.org/abs/2509.20998,https://arxiv.org/pdf/2509.20998,1,"/scholar?cites=655873235375945324&as_sdt=5,33&sciodt=0,33&hl=en"
Commercial llm agents are already vulnerable to simple yet dangerous attacks,A Li; Y Zhou; VC Raghuram; T Goldstein,2025,arXiv preprint arXiv …,"within direct user-LLM interactions, LLM agents face new risks  architecture incorporating  memory systems and API calling (Weng of attacks that specifically target LLM-based agents.",https://arxiv.org/abs/2502.08586,https://arxiv.org/pdf/2502.08586,49,"/scholar?cites=10391305435070620916&as_sdt=5,33&sciodt=0,33&hl=en"
"EF-LLM: Energy forecasting LLM with AI-assisted automation, enhanced sparse prediction, hallucination detection",Z Qiu; C Li; Z Wang; R Xie; B Zhang; H Mo,2024,arXiv preprint arXiv …,"Finally, we employed function calling, allowing EF-LLM to handle prompt & feature engineering,  and complex mathematical computations that are challenging for neural network models",https://arxiv.org/abs/2411.00852,https://arxiv.org/pdf/2411.00852?,22,"/scholar?cites=904192978225412705&as_sdt=5,33&sciodt=0,33&hl=en"
"Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",S Raza; R Sapkota; M Karkee; C Emmanouilidis,2026,AI Open,"To make coordination and tool use measurable in practice, we propose two metrics: the  Component Synergy Score (CSS), which captures inter-agent enablement, and the Tool",https://www.sciencedirect.com/science/article/pii/S2666651026000069,https://www.sciencedirect.com/science/article/pii/S2666651026000069,70,"/scholar?cites=16170005542594061268&as_sdt=5,33&sciodt=0,33&hl=en"
mind_call: A Dataset for Mental Health Function Calling with Large Language Models,FR Shafi; MA Hossain; S Choudhury,2026,arXiv preprint arXiv:2601.06937,We study a function-calling task in which an LLM maps a natural language query to a  structured API invocation for retrieving wearable sensor data. Each query expresses a user intent,https://arxiv.org/abs/2601.06937,https://arxiv.org/pdf/2601.06937,0,
Magnet: Multi-turn tool-use data synthesis and distillation via graph translation,F Yin; Z Wang; IH Hsu; J Yan; K Jiang,2025,Proceedings of the …,ability to effectively utilize external tools to address user queries the function calling capability  of large language model agents in  Gemini-1.5-pro002 by a large margin in function calling.,https://aclanthology.org/2025.acl-long.1566/,https://aclanthology.org/2025.acl-long.1566.pdf,17,"/scholar?cites=16537071121855579411&as_sdt=5,33&sciodt=0,33&hl=en"
A Survey of LLM-Based Methods for Synthetic Data Generation and the Rise of Agentic Workflows,A Alismail; C Lanquillon,2025,International Conference on Human-Computer …,"approaches employed in LLM-based synthetic data generation, ranging from traditional  single-LLM methods without external tools to advanced agentic workflows involving multi-",https://link.springer.com/chapter/10.1007/978-3-031-93418-6_9,,5,"/scholar?cites=11135053851143645515&as_sdt=5,33&sciodt=0,33&hl=en"
Stateflow: Enhancing llm task-solving through state-driven workflows,Y Wu; T Yue; S Zhang; C Wang; Q Wu,2024,arXiv preprint arXiv:2403.11322,"LLM workflows as state machines, allowing better control and efficiency in  LLM’s  intermediate steps, but they are not well-designed to consider LLM workflows with external tools",https://arxiv.org/abs/2403.11322,https://arxiv.org/pdf/2403.11322?,49,"/scholar?cites=3820773443779972579&as_sdt=5,33&sciodt=0,33&hl=en"
Can compressed llms truly act? an empirical evaluation of agentic capabilities in llm compression,P Dong; Z Tang; X Liu; L Li; X Chu; B Li,2025,arXiv preprint arXiv:2505.19433,"and tool use. Function call denotes that the agent can employ the user predefined functions  to enhance the capabilities, while tool use denotes that the agent can use the external tools",https://arxiv.org/abs/2505.19433,https://arxiv.org/pdf/2505.19433?,14,"/scholar?cites=13087119300376594728&as_sdt=5,33&sciodt=0,33&hl=en"
VisTRA: Visual Tool-use Reasoning Analyzer for Small Object Visual Question Answering,H Sugiyama; K Koga; T Nishijima,2025,Proceedings of the 1st …,2024) pioneered the analysis of LLM reasoning behavior through multi-turn tool use and   2025) advances this evaluation approach by focusing on sequential tool use scenarios.,https://aclanthology.org/2025.realm-1.26/,https://aclanthology.org/2025.realm-1.26.pdf,0,
FunReason: Enhancing Large Language Models' Function Calling via Self-Refinement Multiscale Loss and Automated Data Refinement,B Hao; ZZ Xu; M Wang; Y Wen; Y Chen; C Peng,2025,arXiv preprint arXiv …,"The ability of LLM to interact with external tools and APIs through function calling has  emerged as a crucial aspect of their practical utility [7, 19, 28]. This capability allows LLMs to",https://arxiv.org/abs/2505.20192,https://arxiv.org/pdf/2505.20192,7,"/scholar?cites=17208090172086420082&as_sdt=5,33&sciodt=0,33&hl=en"
Hogwild! inference: Parallel llm generation via concurrent attention,G Rodionov; R Garipov; A Shutova; G Yakushev,2025,arXiv preprint arXiv …,"-form content generation, and tool use. Solving these tasks  different design approach: we  run LLM ""workers"" in parallel ,  Our approach allows the LLM instances to come up with their",https://arxiv.org/abs/2504.06261,https://arxiv.org/pdf/2504.06261,19,"/scholar?cites=8029340995114790648&as_sdt=5,33&sciodt=0,33&hl=en"
Streamlining geoscience data analysis with an LLM-driven workflow,J Zhang; C Clairmont; X Que; W Li; W Chen; C Li,2025,Applied Computing and …,reliable LLM workflow to meet domain-specific analysis needs. This study proposes an LLM-  We designed and developed an open-source LLM-driven workflow that processes natural,https://www.sciencedirect.com/science/article/pii/S259019742400065X,https://www.sciencedirect.com/science/article/pii/S259019742400065X,25,"/scholar?cites=453789101871863468&as_sdt=5,33&sciodt=0,33&hl=en"
Agentswift: Efficient llm agent design via value-guided hierarchical search,Y Li; L Li; Z Wu; Q Liao; J Hao; K Shao,2026,Proceedings of the AAAI …,"2024b), we define an agentic workflow W as a series of LLM-invoking nodes connected   Tool Use. The tool use component enables the agent to interact with external APIs or",https://ojs.aaai.org/index.php/AAAI/article/view/40453,https://ojs.aaai.org/index.php/AAAI/article/view/40453/44414,7,"/scholar?cites=8163275968568821237&as_sdt=5,33&sciodt=0,33&hl=en"
Lave: Llm-powered agent assistance and language augmentation for video editing,B Wang; Y Li; Z Lv; H Xia; Y Xu; R Sodhi,2024,Proceedings of the 29th …,"To make use of the Function Calling feature, we provide detailed descriptions of each  function’s capabilities. Once completed, the LLM can transform a textual prompt, specifically an",https://dl.acm.org/doi/abs/10.1145/3640543.3645143,https://dl.acm.org/doi/pdf/10.1145/3640543.3645143,106,"/scholar?cites=9159973753870291192&as_sdt=5,33&sciodt=0,33&hl=en"
Perspectives: LLM agents reshaping the foundation of geotechnical problem-solving,S Wu; C Shi; YF Leung; Y Otake; C Konishi; M Zhou,2025,Geodata and AI,This paper explores the transformative potential of Large Language Model (LLM)-based  agentic artificial intelligence (AI) in addressing longstanding challenges in geotechnical,https://www.sciencedirect.com/science/article/pii/S3050483X25000358,https://www.sciencedirect.com/science/article/pii/S3050483X25000358,8,"/scholar?cites=16190897137189685383&as_sdt=5,33&sciodt=0,33&hl=en"
Agentic reinforced policy optimization,G Dong; H Mao; K Ma; L Bao; Y Chen; Z Wang,2025,arXiv preprint arXiv …,"and token frequency statistics of LLM-based tool-use agent across different datasets.  To  gain deeper insights into the reasoning process of LLMbased tool-use agents, we conduct a",https://arxiv.org/abs/2507.19849,https://arxiv.org/pdf/2507.19849,87,"/scholar?cites=6207851523271813385&as_sdt=5,33&sciodt=0,33&hl=en"
Legomem: Modular procedural memory for multi-agent llm systems for workflow automation,D Han; C Couturier; DM Diaz; X Zhang; V Rühle,2025,arXiv preprint arXiv …,"Multi-agent LLM systems offer a scalable and modular approach to reasoning, tool-use, and   procedural memory framework designed for multi-agent LLM systems. In this work, we focus",https://arxiv.org/abs/2510.04851,https://arxiv.org/pdf/2510.04851?,19,"/scholar?cites=10383388908207924175&as_sdt=5,33&sciodt=0,33&hl=en"
Nli4volvis: Natural language interaction for volume visualization via llm multi-agents and editable 3d gaussian splatting,K Ai; K Tang; C Wang,2025,IEEE Transactions on Visualization and …,-agent large language model architecture equipped with extensive function-calling tools to   The agents leverage external tools and declarative VolVis commands to interact with the,https://ieeexplore.ieee.org/abstract/document/11264350/,https://ieeexplore.ieee.org/iel8/2945/4359476/11264350.pdf,9,"/scholar?cites=4229021072604948028&as_sdt=5,33&sciodt=0,33&hl=en"
Adaptive attacks break defenses against indirect prompt injection attacks on llm agents,Q Zhan; R Fang; HS Panchal,2025,Findings of the Association …,"Large Language Model (LLM) agents exhibit remarkable performance across diverse  appli by using external tools to interact with environments. However, integrating external tools",https://aclanthology.org/2025.findings-naacl.395/,https://aclanthology.org/2025.findings-naacl.395.pdf,55,"/scholar?cites=15691514251767316115&as_sdt=5,33&sciodt=0,33&hl=en"
Empowering multimodal llms with external tools: A comprehensive survey,W An; J Nie; Y Wu; F Tian; S Lu; Q Zheng,2025,arXiv preprint arXiv …,"and fed into the LLM backbone for response generation [14].  subsequent processing by  the LLM backbone. Multimodal  data, the projector enhances the LLM’s capability to process",https://arxiv.org/abs/2508.10955,https://arxiv.org/pdf/2508.10955?,5,"/scholar?cites=2809414083928057869&as_sdt=5,33&sciodt=0,33&hl=en"
Reference-free cell-type annotation with LLM agents,Y Huang; I Cohen; VQT Truong; PB Bayat,2025,ICLR 2025 Workshop …,Our agent consists of a single backbone LLM which is instructed with a task-agnostic system  prompt and augmented with tool use and code execution capabilities. We implement four,https://openreview.net/forum?id=kD8LptrZ7v,https://openreview.net/pdf?id=kD8LptrZ7v,3,"/scholar?cites=15604606746584274830&as_sdt=5,33&sciodt=0,33&hl=en"
Scaling llm multi-turn rl with end-to-end summarization-based context management,M Lu; W Sun; W Du; Z Ling; X Yao; K Liu,2025,arXiv preprint arXiv …,"We start from a standard MDP modeling of LLM multi-turn tool use, which is based on the  seminar work of LLM agent workflow ReAct [29]. Given a finite vocabulary set V, we consider",https://arxiv.org/abs/2510.06727,https://arxiv.org/pdf/2510.06727,11,"/scholar?cites=17524308511518624749&as_sdt=5,33&sciodt=0,33&hl=en"
Badagent: Inserting and activating backdoor attacks in llm agents,Y Wang; D Xue; S Zhang; S Qian,2024,… of the 62nd Annual Meeting of …,"From the semantic perspective, the outputs of LLM agents do not appear harmful until  they control external tools to act. (2) In terms of the attack method, CONTENT-level attacks",https://aclanthology.org/2024.acl-long.530/,https://aclanthology.org/2024.acl-long.530.pdf,115,"/scholar?cites=9182638510858305387&as_sdt=5,33&sciodt=0,33&hl=en"
Sequential api function calling using graphql schema,A Saha; L Mandal; B Ganesan; S Ghosh,2024,Proceedings of the …,"However, sequential function calling using LLMs with interdependence between functions   In order to represent the response structure of the functions in the LLM prompt, we use the",https://aclanthology.org/2024.emnlp-main.1083/,https://aclanthology.org/2024.emnlp-main.1083.pdf,8,"/scholar?cites=8642787590334200028&as_sdt=5,33&sciodt=0,33&hl=en"
Droidcall: A dataset for llm-powered android intent invocation,W Xie; L Zhang; S Wang; R Yi; M Xu,2024,arXiv preprint arXiv …,"For each predefined function, we extract examples from the seed data and prompt the  LLM to produce additional user queries and function-calling examples. The generated data",https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.484.pdf,https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.484.pdf,6,"/scholar?cites=16271155201613260619&as_sdt=5,33&sciodt=0,33&hl=en"
A model ensemble approach with LLM for Chinese text classification,C Wu; W Fang; F Dai; H Yin,2023,China Health Information Processing …,"of large and small models, the large model calling external tools to do data enhancement,  and the voting mechanism. We use external tools to expand the number of difficult samples to",https://link.springer.com/chapter/10.1007/978-981-97-1717-0_20,,15,"/scholar?cites=10961344141433041642&as_sdt=5,33&sciodt=0,33&hl=en"
Llamp: Large language model made powerful for high-fidelity materials knowledge retrieval and distillation,Y Chiang; E Hsieh; CH Chou; J Riebesell,2024,arXiv preprint arXiv …,"LLM function calling and tool usage An emerging class of LLM applications, including  this work, take advantage of LLM text completion and instruction following capability for",https://arxiv.org/abs/2401.17244,https://arxiv.org/pdf/2401.17244,52,"/scholar?cites=4338090126689640325&as_sdt=5,33&sciodt=0,33&hl=en"
Where llm agents fail and how they can learn from failures,K Zhu; Z Liu; B Li; M Tian; Y Yang; J Zhang,2025,arXiv preprint arXiv …,"Recent advances in LLM-based agents have demonstrated that combining planning, tool  use, memory, and self-reflection can substantially improve performance on complex, multi-step",https://arxiv.org/abs/2509.25370,https://arxiv.org/pdf/2509.25370?,23,"/scholar?cites=10085541191268226801&as_sdt=5,33&sciodt=0,33&hl=en"
Adc: Enhancing function calling via adversarial datasets and code line-level feedback,W Zhang; Y Zhang; L Zhu; Q Jia; F Jiang,2025,ICASSP 2025-2025 …,"Staged training driven by them boosts LLM function calling. Specifically, we meticulously   in which an LLM generator creates challenging function calling data and an LLM discriminator",https://ieeexplore.ieee.org/abstract/document/10888405/,https://ieeexplore.ieee.org/iel8/10887540/10887541/10888405.pdf,8,"/scholar?cites=3870974932426924382&as_sdt=5,33&sciodt=0,33&hl=en"
"A survey of llm-based agents: Theories, technologies, applications and suggestions",X Dong; X Zhang; W Bu; D Zhang,2024,2024 3rd International …,"LLM-based agents should effectively utilize tools, such as API calling, code interpreters,  and even the embodied ones. These expand the action space and capabilities of the agents.",https://ieeexplore.ieee.org/abstract/document/10748304/,https://ieeexplore.ieee.org/iel8/10747826/10748248/10748304.pdf,32,"/scholar?cites=14546474376125080307&as_sdt=5,33&sciodt=0,33&hl=en"
Avis: Autonomous visual information seeking with large language model agent,Z Hu; A Iscen; C Sun; KW Chang,2023,Advances in …,a Large Language Model (LLM) to dynamically strategize the utilization of external tools  and  This data is then used to design a system comprised of three components: an LLM-powered,https://proceedings.neurips.cc/paper_files/paper/2023/hash/029df12a9363313c3e41047844ecad94-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/029df12a9363313c3e41047844ecad94-Paper-Conference.pdf,90,"/scholar?cites=18031759560990467641&as_sdt=5,33&sciodt=0,33&hl=en"
Virtual Assistant System in Banking Application With Fine-Tuned LLM and RAG Approach,E Gunawan; AJ Amadeo; C Kamardi,2025,2025 International …,"This study focuses on applying function calling in a virtual assistant for banking services  powered by a Large Language Model (LLM). To train the model, a comprehensive synthetic",https://ieeexplore.ieee.org/abstract/document/11327124/,https://ieeexplore.ieee.org/iel8/11325849/11326904/11327124.pdf,0,
AGENTS-LLM: Augmentative GENeration of Challenging Traffic Scenarios with an Agentic LLM Framework,Y Yao; S Bhatnagar; M Mazzola,2025,2025 IEEE/RSJ …,"Based on OTM, we explore ”function calling” (FC) by switching to the Bézier format and  prompting the LLM-agent for tool use. Orthogonally, we explore QA variants by activating either",https://ieeexplore.ieee.org/abstract/document/11246348/,https://ieeexplore.ieee.org/iel8/11245651/11245652/11246348.pdf,5,"/scholar?cites=1971742593750522182&as_sdt=5,33&sciodt=0,33&hl=en"
From experience to strategy: Empowering llm agents with trainable graph memory,S Xia; Z Xu; J Chai; W Fan; Y Song; X Wang,2025,arXiv preprint arXiv …,2.1 LLM AGENTS AND PLANNING WITH EXTERNAL TOOLS LLM agents increasingly  incorporate external tools to overcome reasoning limitations and expand their problem-solving,https://arxiv.org/abs/2511.07800,https://arxiv.org/pdf/2511.07800,9,"/scholar?cites=6429791501582256168&as_sdt=5,33&sciodt=0,33&hl=en"
Crispr-gpt: An llm agent for automated design of gene-editing experiments,K Huang; Y Qu; H Cousins; WA Johnson; D Yin,2024,arXiv e …,"-GPT, an LLM agent augmented with domain knowledge and external tools to automate and   demonstrate the potential of LLM agents in facilitating complex biological discovery tasks.",https://ui.adsabs.harvard.edu/abs/2024arXiv240418021H/abstract,,88,"/scholar?cites=16433279481580991280&as_sdt=5,33&sciodt=0,33&hl=en"
"Exploring large language model based intelligent agents: Definitions, methods, and prospects",Y Cheng; C Zhang; Z Zhang; X Meng; S Hong,2024,arXiv preprint arXiv …,"Tool Employment MRKL [152] integrates LLM and external tools to address intricate   ToolFormer [154] exemplifies the LLM’s capacity to leverage external tools, augmenting",https://arxiv.org/abs/2401.03428,https://arxiv.org/pdf/2401.03428,251,"/scholar?cites=13524954284397213174&as_sdt=5,33&sciodt=0,33&hl=en"
A-mem: Agentic memory for llm agents,W Xu; Z Liang; K Mei; H Gao; J Tan; Y Zhang,2025,arXiv preprint arXiv …,"While large language model (LLM) agents can effectively use external tools for complex  real To address this limitation, this paper proposes a novel agentic memory system for LLM",https://arxiv.org/abs/2502.12110,https://arxiv.org/pdf/2502.12110,382,"/scholar?cites=10939924862500772281&as_sdt=5,33&sciodt=0,33&hl=en"
MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,D Zhang; Z Li; X Luo; X Liu; P Li; W Xu,2025,arXiv preprint arXiv:2510.15994,"of LLM agents across all stages under MCP-based tool use.  Using these metrics, we evaluate  9 popular LLM backbones  due to their superior tool-use ability, confirming the need for a",https://arxiv.org/abs/2510.15994,https://arxiv.org/pdf/2510.15994,3,"/scholar?cites=5198629956431184705&as_sdt=5,33&sciodt=0,33&hl=en"
