title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Memory matters: The need to improve long-term memory in llm-agents,K Hatalis; D Christou; J Myers; S Jones,2023,Proceedings of the …,"We discuss how short-term memory and long-term memory are currently being used in LLM   on the risks with using vector-databases for long-term memory. In future work, exploring the",https://ojs.aaai.org/index.php/AAAI-SS/article/view/27688,https://ojs.aaai.org/index.php/AAAI-SS/article/download/27688/27461,102,"/scholar?cites=329469941284550594&as_sdt=5,33&sciodt=0,33&hl=en"
MindMemory: Augmented LLM With Long-Term Memory And Mental Personality,Q Zhang; B Guo; Y Jing; Y Liu; Z Yu,2024,CCF Conference on Computer …,"space as a cache to store long-term memory. Through this way,  to the LLM itself, to enhance  the long-term memory capacity of  The ability of the large language model to remember and",https://link.springer.com/chapter/10.1007/978-981-96-2373-0_33,,5,"/scholar?cites=2619864197960680426&as_sdt=5,33&sciodt=0,33&hl=en"
Position: Episodic memory is the missing piece for long-term llm agents,M Pink; Q Wu; VA Vo; J Turek; J Mu; A Huth,2025,arXiv preprint arXiv …,"To transfer the concept of episodic memory from cogni LLM agents, we highlight five  properties of episodic memory that are useful for LLM agents, and that distinguish episodic memory",https://arxiv.org/abs/2502.06975,https://arxiv.org/pdf/2502.06975,15,"/scholar?cites=9054758054840442991&as_sdt=5,33&sciodt=0,33&hl=en"
Unveiling Knowledge Utilization Mechanisms in LLM-based Retrieval-Augmented Generation,Y Wang; R Ren; Y Wang; WX Zhao; J Liu,2025,Proceedings of the 48th …,"in knowledge streaming throughout the RAG process. At the microscopic level, we investigate  the role of LLM modules in facilitating knowledge utilization within the RAG framework.",https://dl.acm.org/doi/abs/10.1145/3726302.3730112,https://dl.acm.org/doi/pdf/10.1145/3726302.3730112,5,"/scholar?cites=6423572184443723995&as_sdt=5,33&sciodt=0,33&hl=en"
Human-inspired episodic memory for infinite context LLMs,Z Fountas; MA Benfeghoul; A Oomerjee,2024,arXiv preprint arXiv …,"EM-LLM, a novel approach that integrates key aspects of human episodic memory and event   EM-LLM organises sequences of tokens into coherent episodic events using a combination",https://arxiv.org/abs/2407.09450,https://arxiv.org/pdf/2407.09450?,74,"/scholar?cites=7347880857865060124&as_sdt=5,33&sciodt=0,33&hl=en"
Optimizing LLM based retrieval augmented generation pipelines in the financial domain,Y Zhao; P Singh; H Bhathena; B Ramos,2024,Proceedings of the …,"answer generation quality in LLM RAG systems, ranging from  , enabling the testing of RAG  systems in realistic scenarios 1.  for the design of RAG systems, grounded in the insights and",https://aclanthology.org/2024.naacl-industry.23/,https://aclanthology.org/2024.naacl-industry.23.pdf,32,"/scholar?cites=2946122530125876629&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluating very long-term conversational memory of llm agents,A Maharana; DH Lee; S Tulyakov,2024,Proceedings of the …,"LLMs) and retrieval augmented generation (RAG) techniques longterm dialogues by  leveraging LLM-based agent architectures  benchmark to measure long-term memory in models,",https://aclanthology.org/2024.acl-long.747.pdf,https://aclanthology.org/2024.acl-long.747.pdf,324,"/scholar?cites=856673093413784727&as_sdt=5,33&sciodt=0,33&hl=en"
Arigraph: Learning knowledge graph world models with episodic memory for llm agents,P Anokhin; N Semenov; A Sorokin; D Evseev,2024,arXiv preprint arXiv …,"Current LLM-based agents process past experiences using a full history of observations,   We demonstrate that our Ariadne LLM agent, consisting of the proposed memory architecture",https://arxiv.org/abs/2407.04363,https://arxiv.org/pdf/2407.04363?,83,"/scholar?cites=13149612569640199278&as_sdt=5,33&sciodt=0,33&hl=en"
From rag to memory: Non-parametric continual learning for large language models,BJ Gutiérrez; Y Shu; W Qi; S Zhou; Y Su,2025,arXiv preprint arXiv:2502.14802,"Several RAG frameworks that engage an LLM to explicitly structure its retrieval corpus  have been recently proposed to address these limitations. To enhance sense-making, such",https://arxiv.org/abs/2502.14802,https://arxiv.org/pdf/2502.14802,161,"/scholar?cites=4370093944842488606&as_sdt=5,33&sciodt=0,33&hl=en"
Remoterag: A privacy-preserving llm cloud rag service,Y Cheng; L Zhang; J Wang; M Yuan,2025,Findings of the …,LLM to provide answers with credible literature makes RAG an important technique in the  application of LLM of many excellent and user-friendly open-source RAG projects (LangGenius,https://aclanthology.org/2025.findings-acl.197/,https://aclanthology.org/2025.findings-acl.197.pdf,18,"/scholar?cites=7139987515186543712&as_sdt=5,33&sciodt=0,33&hl=en"
ARTEM: Enhancing Large Language Model Agents with Spatial-Temporal Episodic Memory,CHM Tan; B Subagdja; AH Tan,2026,… of the AAAI Conference on Artificial …,"We introduce Agentic Retrieval with Temporal-Episodic Memory (ARTEM), a hybrid LLM-  Spatial-Temporal Episodic Memory (STEM), designed to handle episodic memory tasks. Our ap",https://ojs.aaai.org/index.php/AAAI/article/view/39773,https://ojs.aaai.org/index.php/AAAI/article/download/39773/43734,0,
Echo: A large language model with temporal episodic memory,WT Liu; R Zhang; A Zhou; F Gao; JL Liu,2025,arXiv preprint arXiv:2502.16090,"we introduce Echo, a LLM enhanced with temporal episodic memory. We pro episodic  memory dialogue data (EM-Train). Temporal information is innovatively incorporated into the LLM",https://arxiv.org/abs/2502.16090,https://arxiv.org/pdf/2502.16090,12,"/scholar?cites=2662046927421389323&as_sdt=5,33&sciodt=0,33&hl=en"
"Ask-EDA: A design assistant empowered by LLM, hybrid RAG and abbreviation de-hallucination",L Shi; M Kazda; B Sears,2024,2024 IEEE LLM Aided …,exhibits noticeable enhancements over both sparse-only and dense-only RAG. One of our   models to enhance RAG even further. We will also explore improving the LLM model further,https://ieeexplore.ieee.org/abstract/document/10691824/,https://arxiv.org/pdf/2406.06575,41,"/scholar?cites=6995404391618070672&as_sdt=5,33&sciodt=0,33&hl=en"
