title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Empowering working memory for large language model agents,J Guo; N Li; J Qi; H Yang; R Li; Y Feng; S Zhang,2023,arXiv preprint arXiv …,"episodic memory encoding, storage, prioritization, retrieval, and  LLM agents with more  sophisticated, humanlike memory  Standard LLM agent designs lack robust episodic memory",https://arxiv.org/abs/2312.17259,https://arxiv.org/pdf/2312.17259,24,"/scholar?cites=8169492757781226689&as_sdt=5,33&sciodt=0,33&hl=en",Empowering working memory for large language model agents,"Large language models (LLMs) have achieved impressive linguistic capabilities. However, a key limitation persists in their lack of human-like memory faculties. LLMs exhibit constrained memory retention across sequential interactions, hindering complex reasoning. This paper explores the potential of applying cognitive psychology's working memory frameworks, to enhance LLM architecture. The limitations of traditional LLM memory designs are analyzed, including their isolation of distinct dialog episodes and lack of persistent memory links. To address this, an innovative model is proposed incorporating a centralized Working Memory Hub and Episodic Buffer access to retain memories across episodes. This architecture aims to provide greater continuity for nuanced contextual reasoning during intricate tasks and collaborative scenarios. While promising, further research is required into optimizing episodic memory encoding, storage, prioritization, retrieval, and security. Overall, this paper provides a strategic blueprint for developing LLM agents with more sophisticated, human-like memory capabilities, highlighting memory mechanisms as a vital frontier in artificial general intelligence.",10.48550/arXiv.2312.17259,SemanticScholar,found
Conversational Agents: From RAG to LTM,D Zhang; Y Feng; H Liu; C Sun; J Luo,2025,… Retrieval in the Asia …,While Retrieval-Augmented Generation (RAG) offers a  RAG to advanced Long-Term  Memory (LTM) mechanisms that equip LLM-based conversational agents with human-like memory,https://dl.acm.org/doi/abs/10.1145/3767695.3769671,https://dl.acm.org/doi/pdf/10.1145/3767695.3769671,4,"/scholar?cites=7561385917492416769&as_sdt=5,33&sciodt=0,33&hl=en",Conversational Agents: From RAG to LTM,,,,skipped
Memory sharing for large language model based agents,H Gao; Y Zhang,2024,arXiv preprint arXiv:2404.09982,"Sharing, a framework which integrates the real-time memory filter, storage and retrieval to  enhance the In-Context Learning process. This framework allows for the sharing of memories",https://arxiv.org/abs/2404.09982,https://arxiv.org/pdf/2404.09982,42,"/scholar?cites=12760140377850710133&as_sdt=5,33&sciodt=0,33&hl=en",Memory sharing for large language model based agents,"Large language model (LLM)-based agents have recently attracted much attention from the research and industry communities. Compared with original LLMs, LLM-based agents are featured in their self-evolving capability, which is the basis for solving real-world problems that need long-term and complex agent-environment interactions. The key component to support agent-environment interactions is the memory of the agents. While previous studies have proposed many promising memory mechanisms, they are scattered in different papers, and there lacks a systematical review to summarize and compare these works from a holistic perspective, failing to abstract common and effective designing patterns for inspiring future studies. To bridge this gap, in this article, we propose a comprehensive survey on the memory mechanism of LLM-based agents. In specific, we first discuss “what is” and “why do we need” the memory in LLM-based agents. Then, we systematically review previous studies on how to design and evaluate the memory module. In addition, we also present many agent applications, where the memory module plays an important role. At last, we analyze the limitations of existing work and show important future directions. To keep up with the latest advances in this field, we create a repository at https://github.com/nuster1128/LLM_Agent_Memory_Survey .",10.1145/3748302,Crossref,found
Agentic memory: Learning unified long-term and short-term memory management for large language model agents,Y Yu; L Yao; Y Xie; Q Tan; J Feng; Y Li; L Wu,2026,arXiv preprint arXiv …,"Agentic Memory (AgeMem), a unified memory framework that enables LLM agents to   receives a formal query q requiring both accurate reasoning and effective memory retrieval.",https://arxiv.org/abs/2601.01885,https://arxiv.org/pdf/2601.01885,11,"/scholar?cites=17384600565950350690&as_sdt=5,33&sciodt=0,33&hl=en",Agentic memory: Learning unified long-term and short-term memory management for large language model agents,,,,skipped
Enabling personalized long-term interactions in llm-based agents through persistent memory and user profiles,R Westhäußer; W Minker; S Zepf,2025,arXiv preprint arXiv:2510.07925,"We address this through user-specific memory modules based on RAG, which store and  retrieve historical information. Third, delivering tailored responses requires a user profile that",https://arxiv.org/abs/2510.07925,https://arxiv.org/pdf/2510.07925,5,"/scholar?cites=3716212119541559032&as_sdt=5,33&sciodt=0,33&hl=en",Enabling personalized long-term interactions in llm-based agents through persistent memory and user profiles,,,,skipped
ARTEM: Enhancing Large Language Model Agents with Spatial-Temporal Episodic Memory,CHM Tan; B Subagdja; AH Tan,2026,… of the AAAI Conference on Artificial …,"dynamics essential for robust episodic memory (Wang et al. 2023). In view of the existing  limitations, in this work, we introduce a biologically-inspired memory retrieval pipeline built on",https://ojs.aaai.org/index.php/AAAI/article/view/39773,https://ojs.aaai.org/index.php/AAAI/article/download/39773/43734,0,,ARTEM: Enhancing Large Language Model Agents with Spatial-Temporal Episodic Memory,"Current large language models (LLMs) exhibit significant deficiencies in episodic memory tasks including encoding, storing, and retrieving specific information from temporally dependent events over a long period of time. Recent approaches to handle memory tasks in LLMs, such as in-context learning, retrieval-augmented generation (RAG), and fine-tuning, may resolve the long-term retention issues, but are still inadequate to handle tasks requiring chronological awareness of the stored information. We introduce Agentic Retrieval with Temporal-Episodic Memory (ARTEM), a hybrid LLM-based agent architecture integrating LLMs with a self-organizing neural network named Spatial-Temporal Episodic Memory (STEM), designed to handle episodic memory tasks. Our approach employs LLMs for event extraction from the inputs to represent temporal, spatial, entitative, and semantic information that may facilitate future retrieval, aside from generating outputs or direct responses. The extracted events can then be encoded vectorially and stored in a fast and stable manner in the episodic memory through an instance-based incremental learning in STEM. STEM supports precise episodes retrieval and helps reduce computational overhead in generating the appropriate responses by LLMs. Evaluation on standardized episodic memory benchmarks across four tasks—partial cue retrieval, epistemic uncertainty detection, recent event identification, and chronological recall—demonstrates superior performance of ARTEM compared to in-context learning, RAG, and fine-tuning in various popular LLMs.",10.1609/aaai.v40i30.39773,Crossref,found
""" my agent understands me better"": Integrating dynamic human-like memory recall and consolidation in llm-based agents",Y Hou; H Tamoto; H Miyashita,2024,… Abstracts of the CHI Conference on …,an approach to integrate human memory processes into LLM-based dialogue agents 1. We   and efcient memory retrieval [16]. This mechanism involves an agent autonomously recalling,https://dl.acm.org/doi/abs/10.1145/3613905.3650839,https://dl.acm.org/doi/full/10.1145/3613905.3650839,81,"/scholar?cites=15849191853827702144&as_sdt=5,33&sciodt=0,33&hl=en","my agent understands me better"": Integrating dynamic human-like memory recall and consolidation in llm-based agents",,,,skipped
A survey on the memory mechanism of large language model-based agents,Z Zhang; Q Dai; X Bo; C Ma; R Li; X Chen,2025,ACM Transactions on …,"In existing studies, most agents utilize retrieval methods to process the memory information.  For example, Park et al. [121] first calculate the relevance between the current context and",https://dl.acm.org/doi/abs/10.1145/3748302,https://dl.acm.org/doi/full/10.1145/3748302,443,"/scholar?cites=1883524136291646848&as_sdt=5,33&sciodt=0,33&hl=en",A survey on the memory mechanism of large language model-based agents,"Large language model (LLM)-based agents have recently attracted much attention from the research and industry communities. Compared with original LLMs, LLM-based agents are featured in their self-evolving capability, which is the basis for solving real-world problems that need long-term and complex agent-environment interactions. The key component to support agent-environment interactions is the memory of the agents. While previous studies have proposed many promising memory mechanisms, they are scattered in different papers, and there lacks a systematical review to summarize and compare these works from a holistic perspective, failing to abstract common and effective designing patterns for inspiring future studies. To bridge this gap, in this article, we propose a comprehensive survey on the memory mechanism of LLM-based agents. In specific, we first discuss “what is” and “why do we need” the memory in LLM-based agents. Then, we systematically review previous studies on how to design and evaluate the memory module. In addition, we also present many agent applications, where the memory module plays an important role. At last, we analyze the limitations of existing work and show important future directions. To keep up with the latest advances in this field, we create a repository at https://github.com/nuster1128/LLM_Agent_Memory_Survey .",10.1145/3748302,Crossref,found
Hello again! llm-powered personalized agent for long-term dialogue,H Li; C Yang; A Zhang; Y Deng; X Wang,2025,Proceedings of the …,"evaluation on memory retrieval and response generation. Specifically, we employ 8 students  to assist with the assessment and evaluate LD-Agent on two tasks: memory retrieval eval",https://aclanthology.org/2025.naacl-long.272/,https://aclanthology.org/2025.naacl-long.272.pdf,96,"/scholar?cites=15635492636491334896&as_sdt=5,33&sciodt=0,33&hl=en",Hello again! llm-powered personalized agent for long-term dialogue,,,,skipped
Lifelong learning of large language model based agents: A roadmap,J Zheng; C Shi; X Cai; Q Li; D Zhang,2026,… on Pattern Analysis …,"retrieval actions for lifelong LLM agents. Most existing LLM agents research only focuses  on retrieval from either semantic memory or episodic memory. However, it is worth noting that",https://ieeexplore.ieee.org/abstract/document/11328884/,https://arxiv.org/pdf/2501.07278?,61,"/scholar?cites=4075085038558845054&as_sdt=5,33&sciodt=0,33&hl=en",Lifelong learning of large language model based agents: A roadmap,,,,skipped
Augmenting language models with long-term memory,W Wang; L Dong; H Cheng; X Liu,2023,Advances in Neural …,"LLM frozen as a memory encoder and an adaptive residual side-network as a memory   long context in memory, we propose to augment the frozen backbone LLM with a decoupled",https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebd82705f44793b6f9ade5a669d0f0bf-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/ebd82705f44793b6f9ade5a669d0f0bf-Paper-Conference.pdf,328,"/scholar?cites=10032266285163330345&as_sdt=5,33&sciodt=0,33&hl=en",Augmenting language models with long-term memory,"Existing large language models (LLMs) can only afford fix-sized inputs due to the input length limit, preventing them from utilizing rich long-context information from past inputs. To address this, we propose a framework, Language Models Augmented with Long-Term Memory (LongMem), which enables LLMs to memorize long history. We design a novel decoupled network architecture with the original backbone LLM frozen as a memory encoder and an adaptive residual side-network as a memory retriever and reader. Such a decoupled memory design can easily cache and update long-term past contexts for memory retrieval without suffering from memory staleness. Enhanced with memory-augmented adaptation training, LongMem can thus memorize long past context and use long-term memory for language modeling. The proposed memory retrieval module can handle unlimited-length context in its memory bank to benefit various downstream tasks. Typically, LongMem can enlarge the long-form memory to 65k tokens and thus cache many-shot extra demonstration examples as long-form memory for in-context learning. Experiments show that our method outperforms strong long-context models on ChapterBreak, a challenging long-context modeling benchmark, and achieves remarkable improvements on memory-augmented in-context learning over LLMs. The results demonstrate that the proposed method is effective in helping language models to memorize and utilize long-form contents. Our code is open-sourced at https://aka.ms/LongMem.",10.48550/arXiv.2306.07174,SemanticScholar,found
OpenFOAMGPT: A retrieval-augmented large language model (LLM) agent for OpenFOAM-based computational fluid dynamics,S Pandey; R Xu; W Wang; X Chu,2025,Physics of Fluids,"By employing retrieval-augmented generation (RAG), this  In this work, we introduce an  LLM-based, RAG-augmented agent  With this LLM-based agent for CFD, our goal is to automate",https://pubs.aip.org/aip/pof/article/37/3/035120/3338372,https://arxiv.org/pdf/2501.06327,65,"/scholar?cites=1785877849959219862&as_sdt=5,33&sciodt=0,33&hl=en",OpenFOAMGPT: A retrieval-augmented large language model (LLM) agent for OpenFOAM-based computational fluid dynamics,"This work presents a large language model (LLM)-based agent OpenFOAMGPT tailored for OpenFOAM-centric computational fluid dynamics (CFD) simulations, leveraging two foundation models from OpenAI: the GPT-4o (GPT means Generative Pre-trained Transformer) and a chain-of-thought–enabled o1 preview model. Both agents demonstrate success across multiple tasks. While the price of token with o1 model is six times as that of GPT-4o, it consistently exhibits superior performance in handling complex tasks, from zero-shot/few-shot case setup to boundary condition modifications, zero-shot turbulence model adjustments, and zero-shot code translation. Through an iterative correction loop, the agent efficiently addressed single-phase and multiphase flow, heat transfer, Reynolds-averaged Navier–Stokes modeling, large eddy simulation, and other engineering scenarios, often converging in a limited number of iterations at low token costs. To embed domain-specific knowledge, we employed a retrieval-augmented generation pipeline, demonstrating how preexisting simulation setups can further specialize the agent for subdomains such as energy and aerospace. Despite the great performance of the agent, human oversight remains crucial for ensuring accuracy and adapting to shifting contexts. Fluctuations in model performance over time suggest the need for monitoring in mission-critical applications. Although our demonstrations focus on OpenFOAM, the adaptable nature of this framework opens the door to developing LLM-driven agents into a wide range of solvers and codes. By streamlining CFD simulations, this approach has the potential to accelerate both fundamental research and industrial engineering advancements.",10.1063/5.0257555,Crossref,found
Memory in the age of ai agents,Y Hu; S Liu; Y Yue; G Zhang; B Liu; F Zhu; J Lin,2025,arXiv preprint arXiv …,"within this broader landscape, we examine how agent memory relates to, and diverges  from, LLM memory, RAG, and context engineering in the subsequent subsubsections. Figure 2",https://arxiv.org/abs/2512.13564,https://arxiv.org/pdf/2512.13564,25,"/scholar?cites=13296472254471535867&as_sdt=5,33&sciodt=0,33&hl=en",Memory in the age of ai agents,"Memory has emerged, and will continue to remain, a core capability of foundation model-based agents. As research on agent memory rapidly expands and attracts unprecedented attention, the field has also become increasingly fragmented. Existing works that fall under the umbrella of agent memory often differ substantially in their motivations, implementations, and evaluation protocols, while the proliferation of loosely defined memory terminologies has further obscured conceptual clarity. Traditional taxonomies such as long/short-term memory have proven insufficient to capture the diversity of contemporary agent memory systems. This work aims to provide an up-to-date landscape of current agent memory research. We begin by clearly delineating the scope of agent memory and distinguishing it from related concepts such as LLM memory, retrieval augmented generation (RAG), and context engineering. We then examine agent memory through the unified lenses of forms, functions, and dynamics. From the perspective of forms, we identify three dominant realizations of agent memory, namely token-level, parametric, and latent memory. From the perspective of functions, we propose a finer-grained taxonomy that distinguishes factual, experiential, and working memory. From the perspective of dynamics, we analyze how memory is formed, evolved, and retrieved over time. To support practical development, we compile a comprehensive summary of memory benchmarks and open-source frameworks. Beyond consolidation, we articulate a forward-looking perspective on emerging research frontiers, including memory automation, reinforcement learning integration, multimodal memory, multi-agent memory, and trustworthiness issues. We hope this survey serves not only as a reference for existing work, but also as a conceptual foundation for rethinking memory as a first-class primitive in the design of future agentic intelligence.",http://arxiv.org/abs/2512.13564v2,arXiv,found
Memory-r1: Enhancing large language model agents to manage and utilize memories via reinforcement learning,S Yan; X Yang; Z Huang; E Nie; Z Ding; Z Li,2025,arXiv preprint arXiv …,"for adaptive memory in LLM agents. By  LLM extracts and summarizes information worth  remembering, then retrieves related entries from the memory bank as part of the Retrieval",https://arxiv.org/abs/2508.19828,https://arxiv.org/pdf/2508.19828,74,"/scholar?cites=11896827732313499112&as_sdt=5,33&sciodt=0,33&hl=en",Memory-r1: Enhancing large language model agents to manage and utilize memories via reinforcement learning,,,,skipped
Echo: A large language model with temporal episodic memory,WT Liu; R Zhang; A Zhou; F Gao; JL Liu,2025,arXiv preprint arXiv:2502.16090,", a LLM enhanced with temporal episodic memory. We propose a Multi-Agent Data  Generation  in generating multi-turn, complex scenario episodic memory dialogue data (EM-Train).",https://arxiv.org/abs/2502.16090,https://arxiv.org/pdf/2502.16090,12,"/scholar?cites=2662046927421389323&as_sdt=5,33&sciodt=0,33&hl=en",Echo: A large language model with temporal episodic memory,"Current large language models (LLMs) exhibit significant deficiencies in episodic memory tasks including encoding, storing, and retrieving specific information from temporally dependent events over a long period of time. Recent approaches to handle memory tasks in LLMs, such as in-context learning, retrieval-augmented generation (RAG), and fine-tuning, may resolve the long-term retention issues, but are still inadequate to handle tasks requiring chronological awareness of the stored information. We introduce Agentic Retrieval with Temporal-Episodic Memory (ARTEM), a hybrid LLM-based agent architecture integrating LLMs with a self-organizing neural network named Spatial-Temporal Episodic Memory (STEM), designed to handle episodic memory tasks. Our approach employs LLMs for event extraction from the inputs to represent temporal, spatial, entitative, and semantic information that may facilitate future retrieval, aside from generating outputs or direct responses. The extracted events can then be encoded vectorially and stored in a fast and stable manner in the episodic memory through an instance-based incremental learning in STEM. STEM supports precise episodes retrieval and helps reduce computational overhead in generating the appropriate responses by LLMs. Evaluation on standardized episodic memory benchmarks across four tasks—partial cue retrieval, epistemic uncertainty detection, recent event identification, and chronological recall—demonstrates superior performance of ARTEM compared to in-context learning, RAG, and fine-tuning in various popular LLMs.",10.1609/aaai.v40i30.39773,Crossref,found
A survey of large language model empowered agents for recommendation and search: Towards next-generation information retrieval,Y Zhang; S Qiao; J Zhang; TH Lin; C Gao,2025,arXiv preprint arXiv …,"of LLM agents in enhancing recommender and search systems. We discuss the motivations  and roles of LLM agents,  We highlight the immense potential of LLM agents in addressing",https://arxiv.org/abs/2503.05659,https://arxiv.org/pdf/2503.05659,40,"/scholar?cites=2493181183112958811&as_sdt=5,33&sciodt=0,33&hl=en",A survey of large language model empowered agents for recommendation and search: Towards next-generation information retrieval,,,,skipped
"Memory for Autonomous LLM Agents: Mechanisms, Evaluation, and Emerging Frontiers",P Du,2026,arXiv preprint arXiv:2603.07670,"Large language model (LLM) agents increasingly operate in  Memory—the ability to  persist, organize, and selectively  : the agent’s immediate input xt is often a poor retrieval query",https://arxiv.org/abs/2603.07670,https://arxiv.org/pdf/2603.07670,0,,"Memory for Autonomous LLM Agents: Mechanisms, Evaluation, and Emerging Frontiers",,,,skipped
Towards large language models with human-like episodic memory,CV Dong; Q Lu; KA Norman; S Michelmann,2025,Trends in Cognitive Sciences,"book chapters [91]; a further approach is to evaluate how well MA-LLM agents perform  complex tasks that require memory (eg, web shopping, multi-session conversations [92–94]).",https://www.cell.com/trends/cognitive-sciences/abstract/S1364-6613(25)00179-2,https://compmem.princeton.edu/wp/wp-content/uploads/2025/07/dongetal25.pdf,11,"/scholar?cites=14088362610264797217&as_sdt=5,33&sciodt=0,33&hl=en",Towards large language models with human-like episodic memory,,,,skipped
